"date";"MMM.Open";"AXP.Open";"AMGN.Open";"AAPL.Open";"BA.Open";"CAT.Open";"CVX.Open";"CSCO.Open";"KO.Open";"DOW.Open";"GS.Open";"HD.Open";"HON.Open";"IBM.Open";"INTC.Open";"JNJ.Open";"JPM.Open";"MCD.Open";"MRK.Open";"MSFT.Open";"NKE.Open";"PG.Open";"CRM.Open";"TRV.Open";"UNH.Open";"VZ.Open";"V.Open";"WBA.Open";"WMT.Open";"DIS.Open"
"2001-02-21";56,5;39,633583;68,5625;0,325893;61,849998;20,9;43,25;25,6875;28,15;NA;96;43,150002;47,191792;104,732315;31;48,415001;48,950001;30,24;75,085876;27,625;6,07875;38,25;NA;46,400002;14,375;45,865459;NA;43,450001;52,549999;30,729475
"2001-02-22";56,174999;38,486942;70,5625;0,340402;60,200001;20,48;43,200001;25,6875;27,459999;NA;94,410004;41,5;46,61977;101,816444;30,9375;48,459999;47,75;29,65;75,104965;28,15625;5,89;38,5;NA;45,450001;14,225;44,156746;NA;42,830002;51;31,084616
"2001-02-23";55,474998;39,125912;69;0,332589;61,279999;20,344999;43,040001;26,4375;26,4;NA;96,199997;39,950001;45,38039;102,772469;30,375;47,599998;47,049999;30,1;73,520988;27,21875;6,01;37,950001;NA;46,200001;13,775;43,21246;NA;42,599998;50;30,581499
"2001-02-26";55,5;39,335983;70,8125;0,340402;61,610001;20,280001;42;27,203125;26;NA;96,150002;41;45,189716;101,147224;30,5625;47,755001;48;30,049999;73,568703;28,8125;6,145;36,125;NA;45,540001;13,82;45,056068;NA;42,900002;50,93;29,890949
"2001-02-27";56,150002;39,169674;72,5625;0,344308;62,759998;20,815001;42,299999;25,8125;26,235001;NA;97,75;44,5;44,331684;100,286804;29,5;47,875;48,950001;30,030001;74,427483;29,6875;5,0475;35,5;NA;46,700001;14,325;46,09029;NA;43,849998;51,599998;30,699881
"2001-02-28";56,505001;39,826149;74,875;0,345982;63,700001;21,245001;42,955002;24,375;26;NA;97,099998;44,599998;45,838009;98,422562;29,375;48,075001;47,889999;30;76,25;29,78125;4,93125;35,349998;NA;48;14,5;46,180225;NA;44,459999;51,240002;30,334875
"2001-03-01";56,375;38,058044;71,6875;0,31808;61,860001;20,799999;42,830002;23,25;26,514999;NA;89,400002;42,400002;43,616657;94,933075;28,25;48,900002;45,599998;29,040001;76,812981;29,28125;4,8825;35;NA;46,299999;15;44,336613;NA;43,75;49,25;30,532175
"2001-03-02";54,775002;37,419075;70,9375;0,327009;59,650002;21,07;43,5;23,5;26,35;NA;90,300003;40,549999;43,568989;99,426384;28,5;49,650002;45,599998;29,209999;75,811066;28,75;4,70375;33,900002;NA;47;14,8375;42,762798;NA;43,25;47,990002;29,792299
"2001-03-05";56,099998;38,513199;71,75;0,345982;60,099998;21,65;44,375;22,9375;25,65;NA;91,400002;41,799999;42,663284;98,288719;29,875;49,125;45,900002;28,6;75,85878;28,625;4,75125;35,450001;NA;47,400002;15,1975;44,336613;NA;44,580002;48,939999;29,585135
"2001-03-06";56,75;38,355644;73;0,369978;61,91;22,165001;45,195;24,0625;25,1;NA;93,949997;42;44,331684;101,577438;31,625;49,125;48,25;28,1;75,286263;29,3125;4,77375;34,825001;NA;47,75;15,05;44,876205;NA;43,5;49,5;29,131346
"2001-03-07";56,150002;37,72543;73,5625;0,38058;62,130001;22,549999;45,5;24,8125;24,9;NA;95,110001;41,450001;44,236347;102,724663;32,75;48,400002;48,400002;28,85;72,624046;29,9375;4,9475;34,299999;NA;45,880001;15,125;43,662121;NA;43,860001;50,049999;29,496349
"2001-03-08";56,950001;39,21344;70,8125;0,36942;64,099998;23,475;45,695;23,75;25,215;NA;94,849998;43,900002;44,379353;102,456978;32,9375;47,400002;50,25;28,200001;72,089699;30,15625;5,0325;34,450001;NA;47;15,1125;43,527222;NA;44,799999;51,900002;29,57527
"2001-03-09";58,450001;38,670753;68,125;0,368304;64,75;23,885;46,474998;22,125;25,700001;NA;91,610001;44,98;43,387848;100,382408;30,1875;49;49,599998;29,299999;72,232826;28,96875;5,005;35,125;NA;46,25;15,4375;43,797016;NA;45,049999;51,799999;29,447025
"2001-03-12";58;36,806366;65;0,351563;64,32;23,4;46,369999;19,0625;25,65;NA;86,050003;43,549999;41,757584;93,594643;28,5;48,349998;47,5;28,65;72,041985;27,34375;5,00375;34,375;NA;46,209999;15,05;42,627899;NA;44,52;50,25;28,993235
"2001-03-13";56,450001;35,887299;62,625;0,337054;61;22,48;46,040001;19,390625;24,504999;NA;84,75;42,060001;39,564835;90,917786;28,25;47,450001;46,75;27,75;69,751907;26,09375;4,875;34,174999;NA;44,790001;14,9375;42,897694;NA;44,209999;49;27,138615
"2001-03-14";52,5;34,355526;63,15625;0,330357;59,509998;22,745001;44,575001;20,4375;24,155001;NA;84,900002;41,299999;38,611465;91,20459;28,375;46,950001;45;26,299999;68,702293;26,25;4,67125;33,5;NA;43,700001;14,625;43,167492;NA;41,25;47,099998;27,641729
"2001-03-15";54,700001;35,099529;66,125;0,372768;58,02;22,395;44,764999;21,4375;23,834999;NA;86;43,25;39,040482;91,778206;29,75;46,5;44,900002;27,299999;68,635498;27,65625;4,555;33,375;NA;43,75;14,525;42,268169;NA;42,25;47,349998;26,724285
"2001-03-16";55,150002;34,836941;63,25;0,339286;56,099998;22,5;43,799999;19,625;23,825001;NA;90,5;42,549999;38,191982;89,770554;28,4375;46,5;45,259998;26,799999;69,856873;26,25;4,45375;32,275002;NA;42,650002;14,4625;41,953407;NA;41,759998;47,849998;27,612135
"2001-03-19";53,005001;34,355526;63,109375;0,352679;53,75;22,299999;44,049999;20,5;24,325001;NA;89;42,009998;37,896439;86,998085;27,5;45,599998;44,400002;26,24;68,129768;27,25;4,5075;32,450001;NA;43,380001;14,0375;42,178238;NA;41,540001;46,990002;27,148479
"2001-03-20";53,990002;34,399288;63,75;0,369978;56,02;22,57;44,700001;21,3125;24,200001;NA;92;43;38,754471;87,571701;27,375;45,924999;45,459999;26,4;69,169846;27,28125;4,56375;32,950001;NA;42,75;14,175;43,167492;NA;40,799999;47,360001;27,631865
"2001-03-21";52,615002;32,386101;61,125;0,353237;55;21,625;45,044998;19,25;23,715;NA;87,099998;41,950001;37,276749;84,560226;24,75;45,25;42,790001;25,6;66,364502;26,125;5,0075;32,900002;NA;41,349998;13,9375;41,818508;NA;40,509998;47,799999;26,546715
"2001-03-22";50,5;30,766794;53,125;0,363839;53,349998;20,985001;44,75;19,75;22,625;NA;84,75;41,299999;35,274673;85,200768;26,125;43,049999;40,049999;25,15;64,408394;25,28125;5,01625;31,4;NA;41,630001;13,625;41,009117;NA;40,389999;47,25;27,01037
"2001-03-23";51,125;30,766794;54,5625;0,393973;52;20,684999;43,349998;20,4375;22,75;NA;87,5;40,599998;35,036331;89,388145;29,6875;43,825001;40,299999;25,25;65,696564;27,46875;4,93125;30,799999;NA;41;13,37;40,019863;NA;39,52;45,849998;26,605906
"2001-03-26";50,75;32,82375;57,6875;0,413036;53,549999;21,115;43,900002;19,0625;22,75;NA;89,809998;41,599998;37,753433;91,061188;29,5;43,75;42,150002;25;66,793892;28,5625;5,03875;30,5;NA;41,200001;13,6875;42,358101;NA;40,549999;48,900002;27,444429
"2001-03-27";52;33,261398;59,421875;0,391786;55,439999;21,469999;43,625;17,9375;22,450001;NA;87,75;41,950001;37,658096;89,866158;28,375;41,5;42,110001;25,299999;69,17939;28,03125;4,9225;30,5;NA;40,700001;14,0875;42,942661;NA;39,650002;49,599998;27,543079
"2001-03-28";51,825001;34,399288;59,75;0,394286;55,18;22,4;43,23;16,75;23,305;NA;92;43,389999;38,420792;93,594643;28,6875;41,75;42,700001;25,280001;70,133591;28,6875;5;30,9;NA;42;14,0625;44,246681;NA;39,75;50;28,125114
"2001-03-29";52,009998;33,611519;58,8125;0,38875;55;22,375;42,900002;15,6875;22,6;NA;86,68;43,400002;38,46846;90,305923;26,875;43,139999;42,799999;25,25;70,89695;27,6875;4,93875;31,035;NA;42;14,125;41,818508;NA;40,23;49,849998;27,97714
"2001-03-30";51,525002;36,543774;60,3125;0,402679;55,950001;22,309999;43,560001;15,5625;22,26;NA;87,900002;43,5;38,802139;92,25621;26,625;44,5;43,150002;25,65;70,801529;27,875;5,02375;30,75;NA;44,5;14,625;44,066814;NA;40,700001;51,099998;27,72065
"2001-04-02";51,799999;33,217636;59,375;0,394464;55,709999;22,190001;43,900002;15,9375;22,58;NA;85,099998;43,099998;38,563797;93,164436;26,0625;43,75;44,5;26,299999;71,946564;27,40625;5,04;31,5;NA;44,700001;14,815;44,741306;NA;40,700001;50;28,2139
"2001-04-03";50,674999;34,189217;56,25;0,381429;55,02;21,975;43,310001;14,875;22,85;NA;84,099998;43,150002;38,182449;90,439774;25,3125;43,349998;44,119999;26,549999;70,85878;27,65625;5,1425;30,525;NA;43,900002;14,75;43,752052;NA;40,330002;50,849998;27,355644
"2001-04-04";49,950001;33,165115;54,125;0,352857;54,610001;21,08;43;14,125;22,33;NA;80,599998;42;36,228043;86,472275;24,6875;43,060001;41,400002;25,950001;69,60878;26,6875;4,9075;30,200001;NA;42,950001;14,575;43,392323;NA;39,75;48,720001;26,73415
"2001-04-05";50,5;32,779984;56,75;0,367857;55,84;21,775;44,349998;14,75;22,625;NA;80;43,099998;37,515091;91,586998;24,25;43,455002;41,299999;26,33;71,068703;26,875;5,0475;30,5;NA;43;15,2225;43,167492;NA;40,450001;50,549999;26,803205
"2001-04-06";51,174999;32,167274;55,625;0,371429;56,650002;22,545;44,25;14,75;22,65;NA;84;43,150002;37,991776;93,690247;25,0625;44,349998;41,599998;26,219999;71,564888;28,1875;4,9225;30,75;NA;43,200001;15;43,976883;NA;40,099998;50;27,70092
"2001-04-09";51,900002;32,368595;54,799999;0,369464;56;22,285;44,875;14,16;22,5;NA;85,75;43,299999;37,753433;94,168259;23,690001;45,424999;39,900002;25,950001;73,520988;28,285;4,94375;31;NA;41,650002;14,875;43,976883;NA;40,200001;51,549999;28,105385
"2001-04-10";52,75;33,17387;54,560001;0,373214;57,830002;22,5;45,950001;14,95;21,950001;NA;85,599998;43,09;38,563797;92,734222;23,48;46,200001;41,400002;26,74;74,904579;28,975;4,96875;30;NA;41,279999;14,375;45,415798;NA;39,119999;51,150002;28,27309
"2001-04-11";55,5;34,399288;53,650002;0,410357;59,82;22,85;45,900002;17,52;21,825001;NA;91,5;42,049999;40,994888;97,036331;27,9;45,755001;44,25;26,84;73,845421;30,325001;4,89625;29;NA;42,200001;14,6275;45,640629;NA;39,860001;50,099998;28,855125
"2001-04-12";53;33,235142;51,849998;0,3825;59,119999;22,57;45,400002;17,200001;22,065001;NA;89,599998;41,150002;39,898514;92,160614;27,459999;45,075001;44,25;26,440001;72,900764;29,780001;4,7375;29,450001;NA;42,450001;14,455;45,190968;NA;39,799999;48,75;28,243496
"2001-04-16";53,860001;33,742813;54,209999;0,394464;60,5;23,504999;46;17,65;22,285;NA;94;40,799999;40,756546;91,969406;26,77;45,75;45,369999;26,950001;75,85878;30,700001;4,71375;29,6;NA;42,459999;14,7975;46,836727;NA;40;49,700001;28,697285
"2001-04-17";54,740002;33,375191;54,029999;0,378571;59,75;23,254999;46,799999;15,9;22,705;NA;90,800003;41,5;40,32753;92,734222;25,25;46,424999;45,049999;27,02;74,904579;30,26;4,575;29,15;NA;42,5;14,525;46,315121;NA;40;48,91;28,76634
"2001-04-18";55,299999;34,267994;59,220001;0,385179;60,700001;22,875;46,224998;17,9;22,855;NA;95,25;42,75;42,939762;98,47036;29,219999;47,224998;46,950001;26,950001;76,230919;31,695;4,60625;28,875;NA;44;14,7625;47,664104;NA;40,75;49,950001;29,594999
"2001-04-19";57,875;37,182743;61,23;0,45625;61,299999;24;46,380001;18,370001;23,375;NA;98,150002;45;44,093342;107,07457;30,790001;46,630001;49;27,49;75,124046;32,904999;4,81125;28,950001;NA;43,48;15,17;48,338596;NA;40,450001;51,73;31,469351
"2001-04-20";57,259998;37,384064;59,669998;0,445179;60,630001;23,84;46,375;18,84;23,625;NA;95,5;45,84;44,617695;109,32122;31,969999;45,959999;48,790001;27,25;72,041985;35,150002;4,9625;29,355;NA;43,599998;15,05;47,709072;NA;40,75;52,490002;31,242455
"2001-04-23";56,299999;36,106125;59,099998;0,434643;61,279999;23,940001;46,950001;18,549999;23,514999;NA;94;46,209999;44,922771;108,996178;31,07;46,174999;47,950001;27,07;71,040077;34,055;4,9525;29;NA;43,049999;15,1825;47,169479;NA;41,369999;52,049999;30,93664
"2001-04-24";58,099998;36,106125;60,18;0,434464;60,139999;24,125;47,424999;17,209999;23,725;NA;92,699997;45,5;44,131474;108,413002;29,940001;46,25;47,799999;27,209999;70,849236;34,099998;4,9475;28,5;NA;43,5;15,0075;47,583168;NA;41,389999;50,75;29,585135
"2001-04-25";58,055;35,44965;57,200001;0,432321;60,41;24,15;47,380001;16,059999;23,700001;NA;90;45,549999;43,950336;107,07457;29;46,259998;47,509998;27,02;70,095421;33,785;4,7625;28,4;NA;42,299999;15,19;48,788261;NA;41;51,099998;28,460526
"2001-04-26";58,669998;36,324951;58,700001;0,449464;60,34;25;47,875;16,17;23,99;NA;92,82;46,5;46,190754;109,894836;30,23;46,875;47,75;26,860001;71,192749;35,035;4,875;29,049999;NA;42,799999;15,9;50,317108;NA;41,25;51;30,581499
"2001-04-27";58,75;37,244015;57,16;0,45;60,98;24,709999;48,93;15,88;23,450001;NA;92;47,98;47,001118;111,663483;29,6;47,775002;49,470001;27,25;71,564888;34,764999;4,99375;29,200001;NA;44,029999;16,5625;49,912415;NA;41,860001;52,099998;31,094481
"2001-04-30";59,485001;38,504448;61,200001;0,476786;61,799999;25,155001;48,744999;16,5;23,375;NA;95,080002;48,099998;47,191792;111,281075;30,85;47,950001;50,040001;27,4;72,938934;34,264999;5,2025;30,025;NA;45,259998;16,375;50,227177;NA;43,400002;53,299999;30,512445
"2001-05-01";59,505001;36,928905;61,009998;0,45375;62,700001;25,1;47,855;17,110001;23,094999;NA;90;47,009998;45,761738;110,755257;30,77;48,299999;48,490002;27,25;71,708015;33,830002;5,15;31,4;NA;45,009998;16,137501;49,372818;NA;42,650002;51,720001;29,87122
"2001-05-02";59,25;37,419075;62,5;0,470357;63,43;25,389999;47,235001;19,26;23,815001;NA;94,400002;48,700001;46,61977;113,097511;31,889999;48,400002;49,25;27,790001;72,089699;35,5;5,0725;32,424999;NA;45,5;16,25;50,982609;NA;44,200001;53,450001;30,285549
"2001-05-03";58,375;37,287781;61,349998;0,46375;64;25,125;45,875;19,43;23,780001;NA;96,150002;48,540001;46,858112;109,560226;31,139999;48,860001;48,599998;27,559999;71,612595;34,625;5,13125;32,375;NA;44,75;15,5;50,946632;NA;42,91;52,299999;30,828125
"2001-05-04";58,375;37,602886;58,66;0,432857;64;25,02;46,049999;17,93;23,375;NA;94;47,75;45,285053;107,07457;29,9;48,384998;48,25;26,43;71,612595;34;5,04;31,875;NA;44,299999;15,2275;49,777515;NA;42,650002;52,299999;30,54204
"2001-05-07";59,625;38,07555;61,900002;0,4575;64,5;25,275;46,990002;19,889999;23,415001;NA;96,199997;49,59;47,287128;111,089867;31,049999;49,099998;49,049999;26,969999;72,795799;35,415001;5,065;32,200001;NA;45,119999;15,25;50,227177;NA;42,599998;52,400002;30,492716
"2001-05-08";58,939999;36,149891;62,18;0,452679;64,690002;25,825001;46,650002;20,5;23,35;NA;96,099998;49,490002;46,61977;112,093689;31,49;49,049999;48,75;26,780001;72,614502;35,875;5,06375;32,25;NA;45,5;15,15;51,216431;NA;41,889999;51,75;30,561769
"2001-05-09";58,18;35,607204;61,84;0,431071;64,629997;25,924999;47,189999;19;23,285;NA;94,940002;49,110001;46,333759;111,089867;30,99;48,974998;47,25;26,299999;73,377861;35,619999;5,0125;32,25;NA;45,599998;14,7125;50,002346;NA;41;52,049999;29,920546
"2001-05-10";58,674999;37,375309;62;0,432321;65,160004;26,08;47,709999;19,530001;22,879999;NA;95,910004;49,509998;47,668476;113,288719;30,48;49,125;48;27,200001;73,778625;35,564999;4,99875;33,224998;NA;46;14,8;48,698326;NA;41,619999;53,299999;29,821896
"2001-05-11";59,02;37,200249;60,540001;0,410893;65,949997;26,715;47,599998;18,91;22,805;NA;94,400002;49,200001;47,477802;108,747612;29,030001;48,759998;47,52;27,110001;71,755722;34,98;4,935;32,919998;NA;46;14,65;48,113766;NA;40,75;53,970001;30,660419
"2001-05-14";58,689999;36,718834;61,799999;0,40875;66,010002;26,6;47,009998;18,93;22,674999;NA;92,400002;49,880001;46,715107;106,309753;28,049999;48,724998;46,400002;27,5;72,46183;34,564999;4,8125;32,994999;NA;46,59;14,7625;48,158733;NA;40,389999;54,099998;30,847855
"2001-05-15";59,150002;37,121471;61,09;0,417321;66,699997;26,41;47,674999;18,629999;23,004999;NA;94,110001;50,25;47,382465;108,508606;27,620001;48,895;47,400002;27,75;72,471375;34,369999;4,8625;33,029999;NA;46,57;14,7875;48,473495;NA;40,75;54,349998;30,532175
"2001-05-16";59,049999;36,543774;60,799999;0,415357;66,589996;26,57;47,375;18,42;22,950001;NA;94,599998;50;47,210857;107,552582;27;48,75;47,389999;27,6;72,85305;33,849998;4,91875;33,150002;NA;46,700001;14,625;48,158733;NA;40,16;51,200001;30,680149
"2001-05-17";62,505001;38,775791;64,779999;0,432679;66,75;27,955;47,625;20;24,115;NA;99,25;51,490002;49,289204;110,707458;28,780001;49,799999;48,060001;27,5;74,045799;34,549999;5,22;33,875;NA;48,439999;14,825;49,462753;NA;40,48;51,950001;31,62719
"2001-05-18";61,915001;38,837063;65,699997;0,417143;68,790001;27,625;48,049999;19,709999;24,065001;NA;97,900002;51,93;50,290241;110,00956;28,530001;51;48,799999;28,549999;75,372139;33,845001;5,28875;33,580002;NA;47,93;14,4;48,518463;NA;40,34;51,950001;32,071114
"2001-05-21";61,549999;38,163078;65,75;0,421964;68,349998;27,625;49;20,299999;24,049999;NA;97,75;52,700001;50,433247;112,762909;28,370001;50,25;48,48;29,77;74,093513;34,025002;5,3125;32,5;NA;48,400002;13,99;49,237923;NA;40,990002;52,040001;33,047749
"2001-05-22";61,650002;39,869915;67,400002;0,428571;68,690002;27,85;48,5;23,41;24,075001;NA;102,599998;52,900002;50,766926;114,435944;30,190001;50,32;49,849998;30,700001;73,091606;34,724998;5,65625;32,650002;NA;49,5;13,875;49,147987;NA;41,099998;53,209999;33,817219
"2001-05-23";60,299999;40,044975;65,650002;0,424107;67,650002;28,1;47,66;23,1;23,9;NA;102,290001;52,849998;50,147236;112,619499;29,370001;49,775002;49,799999;30,15;71,755722;35,195;5,61875;32,299999;NA;49,349998;13,125;48,743294;NA;40,700001;53,299999;33,896141
"2001-05-24";60,439999;39,327229;64,470001;0,415893;66;27,5;47,349998;22,42;24,35;NA;99;52,5;49,2034;112,332695;28,84;49,200001;48,950001;30,15;70,229012;34,970001;5,4375;32;NA;49,700001;13,275;48,563431;NA;40,349998;52,349998;32,663013
"2001-05-25";59,625;39,03838;66,849998;0,414286;64,900002;27,200001;47,474998;22,99;24,545;NA;99,900002;52,950001;48,621845;114,263863;29,440001;48,825001;49,25;30,48;69,322517;35,830002;5,4375;32,125;NA;49,389999;13,525;48,788261;NA;40,27;52,98;32,564365
"2001-05-29";59,5;38,145573;66,099998;0,398571;63,330002;27;48;21,52;24,084999;NA;97,5;52,150002;48,002155;112,189293;28,959999;48,625;49;30,52;70,085876;35,400002;5,38625;31,9;NA;49,5;13,7875;48,788261;NA;39,5;51,950001;32,19936
"2001-05-30";59,375;37,156487;66,400002;0,370714;63,529999;27,5;47,994999;19,809999;24,17;NA;95,550003;51,25;47,096455;108,986618;27,34;48,924999;49,330002;30,5;70,982826;34,779999;5,2125;32,299999;NA;49,5;13,5125;48,563431;NA;39,549999;51,220001;32,011925
"2001-05-31";58,68;37,419075;65,650002;0,353571;63,049999;26,77;47,5;19,09;23,77;NA;94,550003;50,099998;46,61977;107,695984;27,030001;48,950001;48,549999;30,08;69,895035;34,744999;5,09375;32;NA;50,299999;14,125;48,563431;NA;39,849998;52,099998;31,350969
"2001-06-01";59,025002;36,867638;66,669998;0,359464;62,900002;27,08;48,25;19,59;23,700001;NA;95,489998;49;46,047749;107,552582;27,26;48,48;49,25;30,280001;68,702293;34,799999;5,15;32,115002;NA;50,349998;14,3125;49,282887;NA;39,939999;51,540001;31,19313
"2001-06-04";59,525002;37,103966;68,550003;0,376429;65;27,424999;48,474998;19,08;23,799999;NA;96,199997;49,5;46,352825;108,2696;29,120001;49;48,75;29,549999;70,515266;35,275002;5,1625;31,75;NA;49,5;14,175;49,777515;NA;39,599998;51,549999;31,29178
"2001-06-05";60,099998;37,11272;69,660004;0,371429;66,699997;27,889999;48,889999;20,26;23,785;NA;97,099998;50,349998;46,238422;108,642448;28,860001;50,240002;49,5;29,26;71,068703;35,380001;5,145;31,805;NA;49,700001;14,1875;49,417786;NA;40,200001;50,740002;31,19313
"2001-06-06";60,974998;37,244015;69,629997;0,37375;66,260002;27,924999;48,275002;21,280001;23,745001;NA;96,300003;49,950001;46,429096;112,428299;29,450001;51,095001;47,549999;30,1;71,803436;36,445;5,20625;32,625;NA;50,5;14,3125;50,092278;NA;40,099998;51,299999;30,93664
"2001-06-07";60,724998;36,237419;68,129997;0,369821;66,059998;27,325001;48,075001;20,5;23,375;NA;95,540001;49,349998;46,286091;111,854683;29,709999;51,549999;46;29,57;70,400764;36,060001;5,175;32,375;NA;50;14,6;48,383564;NA;40,950001;50,07;31,173401
"2001-06-08";60,75;36,027348;69;0,386607;65,620003;27,49;48,244999;21,290001;23,059999;NA;96,900002;50,720001;45,857075;112,332695;31,889999;51,375;45,150002;29,66;71,183205;36,849998;5,2;32,575001;NA;49,950001;14,4475;47,942898;NA;40,880001;51;31,715975
"2001-06-11";60,075001;36,324951;68,099998;0,375893;64,589996;27,049999;48,5;20,309999;23;NA;95,199997;50,799999;44,570026;111,185471;30,17;50,599998;44,25;29,450001;70,133591;36,424999;5,2275;32,25;NA;49,529999;14,55;47,933903;NA;40,759998;50,950001;31,321375
"2001-06-12";60,169998;36,246174;64,309998;0,353036;64,5;26,68;48,75;19,93;22,965;NA;91,199997;50,779999;41,948257;111,615677;29,700001;50,650002;43,599998;29,67;68,520988;35,509998;5,1375;32,625;NA;49,619999;14,1775;48,023834;NA;39,950001;50,02;31,084616
"2001-06-13";61,200001;36,631306;66,760002;0,3825;65,709999;26,91;49;20,219999;22,950001;NA;91,559998;51,110001;42,90163;112,093689;29,879999;50,549999;43,849998;29,92;68,654579;36,025002;5,2125;32,974998;NA;50,25;14,325;48,878193;NA;40,709999;50,599998;31,005695
