"","V1","V2","V3"
"62",1.04010050913218,0.846423412900257,1.12748326229174
"63",1.12511393461324,0.850385383458283,1.22869269346715
"64",1.03840179197929,0.867208006961328,1.22023785938696
"65",1.08312039832875,0.818475741269859,1.22982060406624
"66",1.06183930642035,0.838116515132644,1.17265315281444
"67",1.04889647151529,1.02214443767026,1.22967105557045
"68",1.08104501721639,1.00725080110689,1.29404556190237
"69",1.12907889960746,0.831281931848792,1.21597280283502
"70",1.07875388228636,0.874954558112453,1.27167838778153
"71",1.11258766109725,0.912345151095151,1.24783621627317
"72",1.09941317105798,0.84520764027343,1.25129147083354
"73",1.09620717592933,0.901108023854703,1.22968629775678
"74",1.03618407802029,0.885186406467241,1.30931761703103
"75",1.07428556790316,0.950460719849976,1.14538419474606
"76",1.06203757743201,0.867614114617198,1.19852961849628
"77",1.11383550840889,0.83586409580312,1.28336721809936
"78",1.09933970434656,0.876919183330532,1.34910487979454
"79",1.07996187687913,0.847994180297399,1.20326832707051
"80",1.07779568415651,0.849384858638225,1.22524624185282
"81",1.09150766023905,0.860326338206219,1.29782572509317
"82",1.115199616838,0.851677291807318,1.23151212572178
"83",1.03882081877355,0.821602649156829,1.31888898657116
"84",1.06981072606967,0.959226924442442,1.20539531880995
"85",1.11049552479372,0.97171859425265,1.19357516949622
"86",1.13130365121735,0.869033337305396,1.25513013945872
"87",1.08869028635647,0.945776935053251,1.13577649767323
"88",1.12707598031478,0.898938383313383,1.23574896828826
"89",1.14372745097835,0.935051316752769,1.22204646640622
"90",1.07815052628054,0.913904417138606,1.27731831601728
"91",1.12761078478087,0.797955031161847,1.14030718010821
"92",1.08216104058143,0.872982585803245,1.27147608982323
"93",1.09562331871989,0.856880386880387,1.27902806737049
"94",1.10091252585097,0.943361073201991,1.13343906493567
"95",1.11769224089702,0.874422801554749,1.23607372822695
"96",1.07016490191149,0.946563454012744,1.23555750546604
"97",1.15750418424334,0.900887222115057,1.25410592342257
"98",1.09520460248476,0.873316145176704,1.22995532105078
"99",1.03985272165255,0.887077924002243,1.21637706321392
"100",1.10111295100604,0.917837204550347,1.17710819707837
"101",1.07373985838059,0.94356397622845,1.23544169593753
"102",1.02211706606535,0.971858157491153,1.18493012407647
"103",1.1367176383172,0.906537854181328,1.24938449798588
"104",1.14756400629229,0.962867414882434,1.21587051814075
"105",1.10466658050705,0.928895933115209,1.25130468283664
"106",1.09855256291553,0.830174765357692,1.22285863195853
"107",1.09829495337598,0.926869568118445,1.22032433734561
"108",1.05331420332855,0.979830532468332,1.24191826043783
"109",1.06342702126172,0.96732588089862,1.18118179282764
"110",1.06094405997196,1.05039967218772,1.27844338487847
"111",1.13556511119849,0.952723875949682,1.2341712671272
"112",1.09987260047235,0.856387958606802,1.1866596954165
"113",1.05123777221236,0.935557843649488,1.29054429469103
"114",1.08505751025272,0.96056646889259,1.20148388990494
"115",1.09624715380488,0.811202631377149,1.25389542748281
"116",1.09464793456821,0.92391089245928,1.20345412071082
"117",1.08141002844133,0.980896576959457,1.16563755952155
"118",1.11893312515266,0.901832888946643,1.22282939058079
"119",1.15329686778186,1.01780373722499,1.30489069988688
"120",1.02384357803841,0.942382432028984,1.24261612261612
"121",1.10250044546562,1.03051388372942,1.23738962581015
"122",1.02458837660491,0.965040190637914,1.26444989939691
"123",1.09958574724528,0.974733272091727,1.20896508257026
"124",1.08022574430144,0.926597946689265,1.28018393451378
"125",1.05478288649076,1.03350818834825,1.15087759712458
"126",1.02270932459735,0.867875646990796,1.1608352849145
"127",1.06212793087455,0.975845489892677,1.15972861903247
"128",1.07529034556571,0.967638790824463,1.29549641793192
"129",1.0578550745156,0.947586458518567,1.16529456120228
"130",1.00884286119884,0.911579490391449,1.24336051982329
"131",1.09925221574747,0.996447648024727,1.2264889563811
"132",1.04487361825323,0.986975215925643,1.11493401287815
"133",1.10218856360583,0.892685809785937,1.22953146982437
"134",1.08053258754224,0.861865313764004,1.26730664265551
"135",1.1116823749426,0.933309683632264,1.18899495490959
"136",1.09917268023363,0.961340845348904,1.34392608491648
"137",1.15180513220891,0.993016362371201,1.28387695692802
"138",1.07450070941497,0.86351660549029,1.18923871953248
"139",1.1587692905757,0.918868667394983,1.27279514236214
"140",1.08729654406119,0.87852017699553,1.20891066563244
"141",1.08440130495187,0.894973460447598,1.19054616436195
"142",1.07678881461072,0.991451114607924,1.29396209690327
"143",1.1043791120837,0.910228616045944,1.26177488209233
"144",1.10168547996418,0.841513115617083,1.26407252457309
"145",1.11402380316632,0.906524774895118,1.20577182778277
"146",1.03538004589119,1.00375511129891,1.21640261490543
"147",1.1637129081554,0.990122159269625,1.16231437327244
"148",1.11439516888959,0.972075978716846,1.341592237995
"149",1.02707480002255,0.964732137442459,1.25619333929483
"150",1.105279688918,0.835740115740116,1.19105155082531
